,Date,Tweets
429,2022-09-19,"#Deltaairlines @Delta #DAL #LUV @SouthwestAir #UAL @UnitedAirlines_ #AAL @AmericanAir   #unitedairlines @UnitedAirlines_ It’s time for airline stocks to make some serious moves . after 2 years of destruction and bad news and investment losses, We’re at pre pandemic travel numbers"
430,2022-09-19,#Deltaairlines @Delta #DAL #LUV @SouthwestAir #UAL @UnitedAirlines_ #AAL @AmericanAir   #unitedairlines @UnitedAirlines_  The airline industry executives need to answer retail investors as to why the airline industry stocks are in ruins .. Stop manipulation and fraud
431,2022-09-19,"RT @airwaysmagazine: Today in Aviation, the narrow-body airliner Douglas DC-8 enters service with Delta Air Lines (DL) in 1959. #AviationHi…"
432,2022-09-19,"RT @airwaysmagazine: Today in Aviation, the narrow-body airliner Douglas DC-8 enters service with Delta Air Lines (DL) in 1959. #AviationHi…"
433,2022-09-19,Something different.🙈🙈🙈🙈 #android #UnitedAirlines #spring #リーグオブエンジェルズ https://t.co/F7EktKqdFf
434,2022-09-19,"During our Summer Employee recognition event many watched as our Hub VP @philgriffith63 threw out the first pitch, our team had the best view from field seating, bull-pen viewing, and batting practice! Thank YOU team! #IAHrocks #Unitedairlines #Goodlesdstheway https://t.co/ugqdOKKaug"
435,2022-09-19,Worst airline experience at #unitedairlines today!! Two lags of flight and both lags got plain maintenance problems !! Second lag - changed 3 planes!! Worst customer experience! If you can’t service customers why run business?? #shame #looters
436,2022-09-19,"ICAO: A923CF
Flt: UAL2602 #UnitedAirlines #ORD-#MSN
First seen: 2022/09/19 03:13:24
Min Alt: -31 ft AGL
Min Dist: 2.36 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/MdyVetFYQP https://t.co/hMdfGYcUYJ"
437,2022-09-19,"ICAO: A05DBC
Flt: UAL1967 #UnitedAirlines #DEN-#MSN
First seen: 2022/09/19 01:46:50
Min Alt: -31 ft AGL
Min Dist: 2.99 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/4XzB4sKtLU https://t.co/BGyXDdqQ2V"
438,2022-09-19,RT @SusanLe96759120: keep it hush🥺🥺🥺 #AndroidGameplay #gamedesign #wewantspring #LoAcreativefans #UnitedAirlines https://t.co/RI1qy7l7m3
439,2022-09-19,keep it hush🥺🥺🥺 #AndroidGameplay #gamedesign #wewantspring #LoAcreativefans #UnitedAirlines https://t.co/RI1qy7l7m3
440,2022-09-19,Why didn't I post this yet?🥳🥳 #android #mobilegame #UnitedAirlines #fightforhonor #Easter https://t.co/Czm85f52OP
441,2022-09-19,RT @PaulRay52364491: Should I play the game? #gamedev #NewAndroidGame #winter #fightforhonor #UnitedAirlines https://t.co/RPpu6czotG
442,2022-09-19,RT @PaulRay52364491: Should I play the game? #gamedev #NewAndroidGame #winter #fightforhonor #UnitedAirlines https://t.co/RPpu6czotG
443,2022-09-18,Should I play the game? #gamedev #NewAndroidGame #winter #fightforhonor #UnitedAirlines https://t.co/RPpu6czotG
444,2022-09-18,Well here is my journey from Boston Massachusetts to Denver Colorado yesterday evening. Sunset #MicrosoftFlightSimulator about a 4-Hour flight Saturday evening. #Unitedairlines https://t.co/RBV6pGtgCk
445,2022-09-18,"Thank you fellow passengers &amp; flight crew for helping me get off, from and onto my connecting flight in SFO. Special thanks to my running buddy #unitedairlines #SFO #MFR #kindness #considerate"
446,2022-09-18,RT @VegasFoodWine: Wines of France &amp; Wines of Germany wines sponsors of the Las Vegas Food &amp; Wine Festival presented by United Airlines htt…
447,2022-09-18,"#UnitedAirlines I had so much hope, but you failed me again.  Yes, you are delayed (common occurrence).  Flight 226"
448,2022-09-18,"RT @airwaysmagazine: Today in Aviation, the narrow-body airliner Douglas DC-8 enters service with Delta Air Lines (DL) in 1959. #AviationHi…"
449,2022-09-18,"RT @airwaysmagazine: Today in Aviation, the narrow-body airliner Douglas DC-8 enters service with Delta Air Lines (DL) in 1959. #AviationHi…"
450,2022-09-18,RT @diecastryan: Stored United 757s back in August of 2020. #unitedairlines #boeing #boeinglovers #boeing757 #roswell #airplanegraveyard #a…
451,2022-09-18,"I should have been setting my photos to dramatic music for years 😍✈️📸

#goodleadstheway #myunitedjourney #unitedairlines https://t.co/tTfOTep4AV"
452,2022-09-18,"RT @airwaysmagazine: Today in Aviation, the narrow-body airliner Douglas DC-8 enters service with Delta Air Lines (DL) in 1959. #AviationHi…"
453,2022-09-18,I hope you enjoy it!👏👏👏👏 #NewGame #UnitedAirlines #rpggames #LoAcreativefans https://t.co/Y9ggRKmGmo
454,2022-09-18,"RT @airwaysmagazine: Today in Aviation, the narrow-body airliner Douglas DC-8 enters service with Delta Air Lines (DL) in 1959. #AviationHi…"
455,2022-09-18,"ICAO: A43E5B
Flt: UAL1945 #UnitedAirlines #SEA-#SFO
First seen: 2022/09/18 20:36:40
Min Alt: 19 ft AGL
Min Dist: 0.8 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/plcsiVjNfL https://t.co/OHhGK3HV1R"
456,2022-09-18,"@United made us document our
carry-on at the gate claiming no more
space available in the cabin, yet there
was plenty of space. I have fragile and
jewerly in that carry-on. #awful
#CustomerService #unitedairlines
#notokav https://t.co/X0N97g1RrJ"
457,2022-09-18,"ICAO: A43E5B
Flt: UAL496 #UnitedAirlines #EWR-#SFO
First seen: 2022/09/18 19:21:17
Min Alt: -81 ft AGL
Min Dist: 2.53 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/plcsiVjfqd https://t.co/ACrnqQX5fL"
458,2022-09-18,I was ready to share.😍 #AndroidGameplay #ios #onlinegaming #UnitedAirlines #spring https://t.co/GXrzUn40te
459,2022-09-18,"RT @airwaysmagazine: Today in Aviation, the narrow-body airliner Douglas DC-8 enters service with Delta Air Lines (DL) in 1959. #AviationHi…"
460,2022-09-18,"RT @airwaysmagazine: Today in Aviation, the narrow-body airliner Douglas DC-8 enters service with Delta Air Lines (DL) in 1959. #AviationHi…"
461,2022-09-18,"RT @Thrillist: Would you take a ride in one? #unitedairlines
https://t.co/6i7bhr0l8s"
462,2022-09-18,"RT @GoJet_Airlines: @RunwayGirl, we agree the CRJ550 is a thrill! GoJet is proud to be the one and only operator! https://t.co/38wD3oqghU #…"
463,2022-09-18,"RT @airwaysmagazine: Today in Aviation, the narrow-body airliner Douglas DC-8 enters service with Delta Air Lines (DL) in 1959. #AviationHi…"
464,2022-09-18,"United airlines is a heartless business and will never gain a dollar from me again . #unitedairlines  wants to profit from a tragic death , disgusting. Please share to let people know how #unitedairlines will treat people in need . https://t.co/arjqZAmFsc"
465,2022-09-18,"RT @AvgeekWorld: @united flight UA460 to YVR (N27515, a Boeing 737 MAX 9) taking off from runway 01R and UA1200 to LAX (N69840, a Boeing 73…"
466,2022-09-18,"RT @AvgeekWorld: @united flight UA460 to YVR (N27515, a Boeing 737 MAX 9) taking off from runway 01R and UA1200 to LAX (N69840, a Boeing 73…"
467,2022-09-18,"@united flight UA460 to YVR (N27515, a Boeing 737 MAX 9) taking off from runway 01R and UA1200 to LAX (N69840, a Boeing 737-924(ER) ) taking of from runway 01L at @flySFO yesterday #avgeek #avgeekworld #airport #ksfo #sfo #boeing #unitedairlines #united #B737 #b737max https://t.co/fLEARmQ74L"
468,2022-09-18,#AmericanAirlines #Southwest #UnitedAirlines Flight Attendants Need to be Paid For Boarding! https://t.co/gWOepKcNoN via @Change
469,2022-09-18,"RT @airwaysmagazine: Today in Aviation, the narrow-body airliner Douglas DC-8 enters service with Delta Air Lines (DL) in 1959. #AviationHi…"
470,2022-09-18,"RT @airwaysmagazine: Today in Aviation, the narrow-body airliner Douglas DC-8 enters service with Delta Air Lines (DL) in 1959. #AviationHi…"
471,2022-09-18,RT @USAS_WW1: @centerepublican @JudahBDavis @Korean_AvGeek @AvHistoryOgre @clark_aviation @LatinMilitaryAv @TheAviationhub2 @Thrust_Aviatio…
472,2022-09-18,"@centerepublican @JudahBDavis @Korean_AvGeek @AvHistoryOgre @clark_aviation @LatinMilitaryAv @TheAviationhub2 @Thrust_Aviation @aniemyer @MartinKoenigsb2 2/ B-377 Stratocruiser: more photos of the cabin↖️, cockpit↗️, and lounge↙️↘️. Look at how beautifully elegant people used to be. Whether you're on @Delta, #UnitedAirlines or budget airlines like #Frontier or #Spirit, people are a bit less dressed up these days. :) https://t.co/2MYZcI8Zlz"
473,2022-09-18,"RT @airwaysmagazine: Today in Aviation, the narrow-body airliner Douglas DC-8 enters service with Delta Air Lines (DL) in 1959. #AviationHi…"
474,2022-09-18,"RT @airwaysmagazine: Today in Aviation, the narrow-body airliner Douglas DC-8 enters service with Delta Air Lines (DL) in 1959. #AviationHi…"
475,2022-09-18,"RT @airwaysmagazine: Today in Aviation, the narrow-body airliner Douglas DC-8 enters service with Delta Air Lines (DL) in 1959. #AviationHi…"
476,2022-09-18,"RT @airwaysmagazine: Today in Aviation, the narrow-body airliner Douglas DC-8 enters service with Delta Air Lines (DL) in 1959. #AviationHi…"
477,2022-09-18,United Airlines to Axe 50 Daily Flights at Newark…About Time a Carrier Stepped Up! https://t.co/w3KQlUwAmi #unitedairlines https://t.co/ky5JqkqMAH
478,2022-09-18,"RT @airwaysmagazine: Today in Aviation, the narrow-body airliner Douglas DC-8 enters service with Delta Air Lines (DL) in 1959. #AviationHi…"
479,2022-09-18,"United Airlines ready for taxi.

#unitedairlines #united #united777 #boeing #boeinglovers #boeing777 #boeing777lovers #b777 #unitedairline #unitedstates #milanomalpensa #malpensaairport #milanmalpensa #airport #airportlife #milan #pushback #avgeeks #avgeek #unitedairlinestoday #a https://t.co/5HjI3yPhyx"
480,2022-09-18,"RT @airwaysmagazine: Today in Aviation, the narrow-body airliner Douglas DC-8 enters service with Delta Air Lines (DL) in 1959. #AviationHi…"
481,2022-09-18,"Today in Aviation, the narrow-body airliner Douglas DC-8 enters service with Delta Air Lines (DL) in 1959. #AviationHistory #DeltaAirLines #DouglasDC8 #TodayinAviation #UnitedAirlines

https://t.co/oLQfLCDx7b https://t.co/QW3IWa1q2c"
482,2022-09-18,"@united , never traveling with you again. I’ve never known a less compassionate airline in my life. Thanks for nothing #unitedairlines"
483,2022-09-18,Did you fly with United Airlines? Were you on flight UA22 on 17th September 2022 from Dublin Airport to Newark Liberty  Airport? Claim today for your flight delay! #flight  #flightdelay #Newark #Dublin #UnitedAirlines Claim Now: https://t.co/XPcVjySgoP https://t.co/t2rVDsIEJi
484,2022-09-18,Attention all United Airlines passengers. Were you on flight UA127 on 17th September 2022 from Dublin Airport to Washington Dulles  Airport? If so you are due compensation! #Sunday  #flightdelay #Washington #Dublin #UnitedAirlines Claim Now: https://t.co/XPcVjySgoP https://t.co/QHtDUThPkm
485,2022-09-18,The day continues to be great as Terry says hi and Linda was very helpful. At the gate for the short trip to SFO Chassidy was friendly. They all make flying easy! Theresa dropped by my gate to say hi.#UnitedAirlines It's nice to be appreciated.
486,2022-09-18,"RT @Thrillist: Would you take a ride in one? #unitedairlines
https://t.co/6i7bhr0l8s"
487,2022-09-18,A great morning flying to San Diego to speak at the National Safety Council Conference. Greeted by Nirupa as I arrived at the counter welcoming back. #UnitedAirlines
488,2022-09-18,One of my favorites.🙊🙊🙊🙊 #android #NewAndroidGame #NewMobileGame #UnitedAirlines #tRPG #fightforhonor https://t.co/jTViHUGAmi
489,2022-09-18,"ICAO: AA73B9
Flt: UAL506 #UnitedAirlines #MSN-#DEN
First seen: 2022/09/18 12:36:12
Min Alt: -6 ft AGL
Min Dist: 3.06 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/XCsCiSjhXj https://t.co/PCSN59Abfw"
490,2022-09-18,"Would you take a ride in one? #unitedairlines
https://t.co/6i7bhr0l8s"
491,2022-09-18,I am also obsessed with this.🔥 #mobilegame #リーグオブエンジェルズ #UnitedAirlines #rpg https://t.co/fePV7JuoZo
492,2022-09-18,RT @skiesnbeyond: EVO Aerial Blue! #aviation #AvGeek #Airplane #unitedAIRLINES https://t.co/KPuEgmpvwW
493,2022-09-18,Thanks for giving us the game!🙉🙉🙉🙉🙉 #android #Gameplay #gamedesign #onlinegame #Leagueofangels #UnitedAirlines https://t.co/ss40sQrqDz
494,2022-09-18,Let’s not forget 2005 federal bankruptcy court's ruling permitting #UnitedAirlines to walk away from its #pension plan may set a dangerous precedent.
495,2022-09-18,Do you enjoy the theme?🙉🙉🙉🙉 #android #NewGame #gamedesign #UnitedAirlines #onlinegame #oninegame https://t.co/cLPmPN7ziB
496,2022-09-18,It's fun and I want to play too.🔥🔥🔥🔥 #gamedesign #NewMobileGame #android #UnitedAirlines #winter #spring https://t.co/DZmnwROur1
497,2022-09-18,"ICAO: AA73B9
Flt: UAL1967 #UnitedAirlines #DEN-#MSN
First seen: 2022/09/18 01:35:29
Min Alt: -81 ft AGL
Min Dist: 2.39 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/XCsCiSiK7L https://t.co/H0GTSlIzBp"
498,2022-09-18,"Idea for all major US airlines, off board passengers off the planes the same way you board them, by group numbers. 

#AmericanAirlines #UnitedAirlines #DeltaAirlines https://t.co/5CdyMIQH5z"
499,2022-09-17,yippee😍😍 #mobilegame #NewGame #UnitedAirlines #loa #fightforhonor https://t.co/xOgboJJIFX
500,2022-09-17,"Hey, old friend! #UnitedAirlines @united #BCN ✈️ https://t.co/lg6vcnH2PJ"
501,2022-09-17,"ICAO: A51ED1
Flt: UAL1945 #UnitedAirlines #SEA-#SFO
First seen: 2022/09/17 20:11:44
Min Alt: -6 ft AGL
Min Dist: 2.62 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/DuvnXfXNAs https://t.co/TfsL02FzRD"
502,2022-09-17,"@united You cancel a flight I booked 9 months earlier. You separate my wife and I in middle seats for our 12-hr flight, despite having comparable isle &amp; middle seats available - as booked. Then you ask us for more money for those same seats. Fair? #UnitedAirlines"
503,2022-09-17,Thank you for the love and support.❤️ #AndroidGameplay #Easter #wewantspring #UnitedAirlines https://t.co/LC6Ap3Hggj
504,2022-09-17,"ICAO: A51ED1
Flt: UAL496 #UnitedAirlines #EWR-#SFO
First seen: 2022/09/17 18:51:13
Min Alt: -56 ft AGL
Min Dist: 2.72 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/DuvnXfXfKU https://t.co/v5oeX4JK6i"
505,2022-09-17,"RT @EskesRafael: When TRC Alessia and Ramp Lead Daniele are in charge of the ramp, during harsh conditions, you are assured of having a swi…"
506,2022-09-17,"RT @lammdogg: Nobody:
Me: HERE'S A REEL OF PHOTOS I TOOK AT @united 

#myunitedjourney #unitedairlines #aviation https://t.co/tIeCTVQ8vk"
507,2022-09-17,Keep it coming!😎😎😎 #mobilegame #onlinegame #UnitedAirlines #wewantspring https://t.co/kts9ouskHs
508,2022-09-17,"RT @lammdogg: Nobody:
Me: HERE'S A REEL OF PHOTOS I TOOK AT @united 

#myunitedjourney #unitedairlines #aviation https://t.co/tIeCTVQ8vk"
509,2022-09-17,"RT @lammdogg: Nobody:
Me: HERE'S A REEL OF PHOTOS I TOOK AT @united 

#myunitedjourney #unitedairlines #aviation https://t.co/tIeCTVQ8vk"
510,2022-09-17,"Nobody:
Me: HERE'S A REEL OF PHOTOS I TOOK AT @united 

#myunitedjourney #unitedairlines #aviation https://t.co/tIeCTVQ8vk"
511,2022-09-17,"RT @AeroAndyUK: @united  | Boeing 787 | N29981
LHR / EGLL 2022
In flight from London @HeathrowAirport 
*****
© Andy Crossley
#aviation #uni…"
512,2022-09-17,"@united  | Boeing 787 | N29981
LHR / EGLL 2022
In flight from London @HeathrowAirport 
*****
© Andy Crossley
#aviation #unitedairlines #american #boeing #boeing787 #aeroandy #heathrow #london #aviationphotography  #avgeek #photography https://t.co/vFwSIymA3H"
513,2022-09-17,United to End Service Between San Diego and Los Angeles https://t.co/BpEOJrkgF9 #unitedairlines https://t.co/S1Xf28CJpP
514,2022-09-17,"When TRC Alessia and Ramp Lead Daniele are in charge of the ramp, during harsh conditions, you are assured of having a swift and efficient turn whilst staying safe at all times.  

No small roles in safety whilst good leads the way.

#UnitedAirlines | @united https://t.co/WyVbE1EIZJ"
515,2022-09-17,"N2243U
United Airlines
Boeing 777-322ER

#boeing #UnitedAirlines #boeing777 https://t.co/BmtK7dSbxL"
516,2022-09-17,I wanted to play a game.🤔🤔🤔🤔🤔  #UnitedAirlines #wewantspring #onlinegaming https://t.co/Sb0tAER8ze
517,2022-09-17,"ICAO: A9249C
Flt: UAL2116 #UnitedAirlines #IAH-#SFO
First seen: 2022/09/17 11:52:08
Min Alt: -81 ft AGL
Min Dist: 0.49 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/5HM3s8yY1R https://t.co/tSiqqx9lJ1"
518,2022-09-17,"Emirates and United Expand Market Presence Through New Agreement.
Read more to the link below👇
https://t.co/A30uAWx6OZ
#digitalmore #pakistan #emirates #emiratesairline #united #unitedairlines https://t.co/4O9uAOgDiX"
519,2022-09-17,This is a great game.🙈🙈🙈🙈 #NewMobileGame #AndroidGameplay #ios #wewantspring #Easter #UnitedAirlines https://t.co/rthCj2v56p
520,2022-09-17,This game is great!🙊 #android #AndroidGameplay #onlinegames #loa #UnitedAirlines https://t.co/rwkc9ptsZa
521,2022-09-17,United Airlines and Emirates Enter in to Historic Route Agreement https://t.co/yWPzvvLTDR #unitedairlines https://t.co/8YXlupCbnY
522,2022-09-17,RT @diecastryan: SFO terminal G at sunset. #sfo #sanfrancisco #united #unitedairlines #boeinglovers #natgeotravel #sfoairport #aviation #av…
523,2022-09-17,RT @diecastryan: A @united 787 landing at SFO as seen from the helicopter. #unitedairlines #boeing #boeing787 #boeinglovers #aviatiob #avge…
524,2022-09-17,RT @diecastryan: An afternoon lineup at SFO. #united #unitedAirlines #sfo #sanfrancisco #avgeek #boeing787 #avgeek #aviation #airplane #tra…
525,2022-09-17,RT @diecastryan: A @united 777 departing LAX as seen from above. #unitedairlines #boeing #boeinglovers #boeing777 #aviation #aviationlovers…
526,2022-09-17,RT @diecastryan: An @AmericanAir A320 taking off next to a @united 777. #united #unitedairlines #americanairlines #boeinglovers #boeing777…
527,2022-09-17,I would play the whole game like that.👏👏👏  #browsergame #Easter #UnitedAirlines https://t.co/3UbkbdBp36
528,2022-09-17,You can create a free account.🚀🚀🚀🚀🚀 #NewMobileGame #fightforhonor #Leagueofangels #UnitedAirlines https://t.co/JyAMhNm4uK
529,2022-09-17,Go play it!🚀🚀🚀 #Gameplay #android #ios #tRPG #UnitedAirlines #Leagueofangels https://t.co/bsFFxF6UHg
530,2022-09-17,https://t.co/DE0fnMNhZc #UnitedAirlines #DeltaAirlines Needs to follow suit.
531,2022-09-17,I love the game.🎮🎮🎮🎮 #NewAndroidGame #NewGame #UnitedAirlines #onlinegaming #wewantspring https://t.co/32ameZmTAo
532,2022-09-17,I'm better when I'm with you.🤩🤩🤩🤩  #UnitedAirlines #browsergames #wewantspring https://t.co/C8G4gsVBeE
533,2022-09-17,"ICAO: A9249C
Flt: UAL2602 #UnitedAirlines #ORD-#MSN
First seen: 2022/09/17 03:24:38
Min Alt: -131 ft AGL
Min Dist: 2.52 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/5HM3s8yqcj https://t.co/lQZo0mBvg0"
534,2022-09-17,"ICAO: #A31961
Flt: #UAL944 #UnitedAirlines #ORD-#FRA
First seen: 2022/09/17 05:21:36
Min Alt: 7500 ft MSL
Min Dist: 1.0 km

#planefence #adsb - docker:kx1t/planefence
https://t.co/QgA7l57Y3X"
535,2022-09-17,"ICAO: A3EF1B
Flt: UAL1967 #UnitedAirlines #DEN-#MSN
First seen: 2022/09/17 01:35:55
Min Alt: -131 ft AGL
Min Dist: 2.58 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/R2MFuffHSB https://t.co/YVqfuC2nYb"
536,2022-09-16,Literally just trying to give @AirCanada @united my money and they REFUSE to be helpful. They just keep passing it off on each other and every time I ask they don’t even understand their own system. #unitedairlines
537,2022-09-16,What are some of the best game art you've seen?🎮🎮 #NewGame #winter #wewantspring #UnitedAirlines https://t.co/pI7MwzZL2I
538,2022-09-16,"ICAO: A1239C
Flt: UAL2741 #UnitedAirlines #IAD-#EWR
First seen: 2022/09/16 22:46:06
Min Alt: -56 ft AGL
Min Dist: 0.03 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/xJ3kGsysBI https://t.co/ci7M2R8AVl"
539,2022-09-16,"Breaking: #UnitedAirlines And #EmiratesAnnounce Codeshare Agreement - #GemTravels 

https://t.co/oqJoiW5CTy 

#xpinokings #xpino #kingsvtu #vtutrade @_xpino"
540,2022-09-16,"#nitto #boeing767 #vintage #madeinjapan #rare #unitedairlines
#aviation #airplane #model

Check out Nitto United Airlines Boeing 767 Model Airplane 1/100 Scale https://t.co/JskUPlU3JN #eBay via @eBay"
541,2022-09-16,Celebrating Hispanic Heritage Month with some delicious Vegan pupusas in the #PolarisLoungeORD #HispanicHeritageMonth #UnitedAirlines #VeganChorizo @jacquikey @KevinMortimer29 @mfraser246 https://t.co/cVfckglg9D
542,2022-09-16,United Airlines Invests an Additional $15 Million in Electric Flying Taxi Market https://t.co/OSx0wnREmG #unitedairlines https://t.co/U8hOYPjAUJ
543,2022-09-16,"Share the #Best #air content
Download the Best #app : https://t.co/29sgyGIwF8
#air #bestair #unitedairlines #united #airlines #hang #louvre #airline

https://t.co/sWoyb344lv https://t.co/49xkQ6uudd"
544,2022-09-16,"#Best of the day on https://t.co/i58m3d0rUw
United Airlines - Hang it in the Louvre
https://t.co/xnhV89MlYX
#air #air #bestair #unitedairlines #united #airlines #hang #louvre #airline"
545,2022-09-16,"Download the Best #app to share your #Best #air content : https://t.co/3LwU9b70mg
#air #bestair #unitedairlines #united #airlines #hang #louvre #airline

https://t.co/4D4ikmYB49 https://t.co/l5vdMhVCqv"
546,2022-09-16,"What's #Best on https://t.co/957FhZ8yFv ?
United Airlines - Hang it in the Louvre
https://t.co/eAAxh7loz1
#air #air #bestair #unitedairlines #united #airlines #hang #louvre #airline"
547,2022-09-16,"Download the Best #app to share your #Best #air content : https://t.co/3LwU9b7ybO
#air #bestair #unitedairlines #united #airlines #hang #louvre #airline

https://t.co/2XszwsN3hp https://t.co/oauIJcO2zm"
548,2022-09-16,"Share the #Best #air content
Download the Best #app : https://t.co/29sgyGIwF8
#air #bestair #unitedairlines #united #airlines #hang #louvre #airline

https://t.co/obqaBy9zSD https://t.co/Ks20SukjaV"
549,2022-09-16,"What's #Best on https://t.co/CDXtJGG5DA ?
United Airlines - Hang it in the Louvre
https://t.co/Ekhi35Txsr
#air #air #bestair #unitedairlines #united #airlines #hang #louvre #airline"
550,2022-09-16,@united you have a gem of an employee in the gentleman working the gate check in at ORD Gate F23 UA 4194 to Nashville. He greeted every single passenger with a warm smile and a sweet greeting. He’s treasure and I hope you know how lucky your are to have him! #UnitedAirlines
551,2022-09-16,"ICAO: A9D5E5
Flt: UAL1945 #UnitedAirlines #SEA-#SFO
First seen: 2022/09/16 20:22:30
Min Alt: -81 ft AGL
Min Dist: 1.07 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/CuKGA1IDaP https://t.co/o5ZAmt9GpK"
552,2022-09-16,"Once again, #unitedairlines has lost a suitcase. We have filed a claim. Hoping the baggage handlers at #DTW put it on the next flight to IAH! Wedding in 15 hours!"
553,2022-09-16,United Airlines UA979 - EDI - Washington - Boeing 767 Reg N67052 - 16 Sept 2022 #UnitedAirlines #Boeing #Boeing767 #aviation #aviationphotography #edinburgh https://t.co/skl5y0ZxIo
554,2022-09-16,"ICAO: A9D5E5
Flt: UAL496 #UnitedAirlines #EWR-#SFO
First seen: 2022/09/16 18:50:01
Min Alt: -156 ft AGL
Min Dist: 2.47 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/CuKGA1IDaP https://t.co/XLyNxbUo6k"
555,2022-09-16,"Hurry up😍❤️
#usa #usaflights #usatour #usatourist  #flights  #safeflight #unitedairlines #airline #americanairlines #america #american  #emirates #southwestairlines #airlinetickets  #staysafe #holiday #vacation #vacationmode #jetblue #jetblueairways #offers #discounts #deals https://t.co/PGzeLa9lpm"
556,2022-09-16,United Airlines UA979 - EDI - Washington - Boeing 767 Reg N67052 - 16 Sept 2022 #UnitedAirlines #Boeing #Boeing767 #aviation #aviationphotography #edinburgh https://t.co/MzdQDDcciP
557,2022-09-16,It has been a hot minute since I did any art.👇👇 #android #rpg #UnitedAirlines #Leagueofangels https://t.co/Lr0skf0p23
558,2022-09-16,It's funny.🚀🚀🚀🚀 #NewMobileGame #mobilegame #tycoon #winter #UnitedAirlines https://t.co/UKDm4UX4M2
559,2022-09-16,Hope this is ok.🙉 #gamedev #AndroidGameplay #NewAndroidGame #tycoon #UnitedAirlines #leagueofangels https://t.co/zspyHWfNFb
560,2022-09-16,@americairlanes do better! 1 plane late 2 no ground ac 3 start taxi out nope maintenance 4 waiting for maintenance paperwork 5 still no ground ac! Hot as heck on this plane #dobetter #maybetime4change #UnitedAirlines #delta ??
561,2022-09-16,When will airlines price tickets on the weight of the passenger? It is the only fair way. #AmericanAirlines #deltaairlines #UnitedAirlines
562,2022-09-16,"#NEWS | Double daily means double capacity: United Airlines is set to increase its flight to Melbourne, Australia service to 40% above pre-covid levels. 

Read more at AviationSource!

https://t.co/462DznQauk

#UnitedAirlines #Melbourne #AvGeek #Australia https://t.co/4N5a2hJq1H"
563,2022-09-16,"""Ladies and Gentlemen, welcome to LAX! Thanks for Flying United Airlines"" ✈️

Watch the Full Video Here: https://t.co/P96cW2hqN7

#avgeek #timelapse #boeing757 #aviation #UnitedAirlines @united @flyLAXairport https://t.co/ZqOiud6quo"
564,2022-09-16,"ICAO: A2CB32
Flt: UAL761 #UnitedAirlines
First seen: 2022/09/16 17:14:51
Min Alt: 9740 m MSL
Min Dist: 0.7 km

#planefence #adsb - docker:kx1t/planefence
https://t.co/7H4yvSOv8P"
565,2022-09-16,"From this perspective the Queen almost looked like a toy 😳✈️📸

#myunitedjourney #UnitedAirlines #b747 #queenoftheskies https://t.co/HQaEqZ7qcM"
566,2022-09-16,Something different. #ios #gamedesign #android #UnitedAirlines #oninegame #browsergames https://t.co/9PjC0xBjOa
567,2022-09-16,"United Airlines And Emirates Kiss And Make Up. ‘If You Can’t Beat Them, Join Them.’ #emirateskissandmakeup #unitedairlines #fintwit https://t.co/99g7DhMLsb"
568,2022-09-16,"RT @GoJet_Airlines: @RunwayGirl, we agree the CRJ550 is a thrill! GoJet is proud to be the one and only operator! https://t.co/38wD3oqghU #…"
569,2022-09-16,"United Airlines Announces Partnership with Emirates 

Read More:- https://t.co/WM5MQuurq1

#unitedairlines #emirates #EmiratesNews #airlines #LatestUpdate #partnership #bestfranchisemagazine #topbusinessfranchisemagazine #newsoftheday https://t.co/0a9F7wjW7i"
570,2022-09-16,"ICAO: AAA590
Flt: UAL506 #UnitedAirlines #MSN-#DEN
First seen: 2022/09/16 12:32:11
Min Alt: -156 ft AGL
Min Dist: 2.52 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/DeCLBdv3FP https://t.co/3LZsEiDvDc"
571,2022-09-16,#UnitedAirlines has gone downhill !! Not only did I have to check my bag at the gate because they claimed they had no room then after me people were allowed to bring their bags on saying they realized they did have open compartments and then my paid for seat was not given to me..
572,2022-09-16,"ICAO: A46D70
Flt: UAL2116 #UnitedAirlines #IAH-#SFO
First seen: 2022/09/16 11:54:55
Min Alt: -181 ft AGL
Min Dist: 3.02 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/rrKbjCxomF https://t.co/V8lz1RrZXb"
